Part,NCode,Branch,DateTime,Type,OP,Description
634320,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The tie mounts offer a 4-way entry for the cable tie enabling quicker and more flexible installation.<br/>Designed specifically for holding heavier cable bundles. These mounting bases can be used in many industries from agriculture to truck manufacture.<br/>They offer a very secure fixing and can be used with a wide variety of heavy duty<br/>cable ties up to 5.2mm wide.
634320,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
634320,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Polyamide 6.6&#44 UL94 V2.
634322,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The tie mounts offer a 4-way entry for the cable tie enabling quicker and more flexible installation.<br/>Designed specifically for holding heavier cable bundles. These mounting bases can be used in many industries from agriculture to truck manufacture.<br/>They offer a very secure fixing and can be used with a wide variety of heavy duty<br/>cable ties up to 5.2mm wide.
634322,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
634322,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Polyamide 6.6&#44 UL94 V2.
634334,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Adhesive backed metal cable clips to keep cables safe & tidy
634334,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,For cable up to diameter 12mm
634334,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
634406,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Tough and durable.<br/>Material: Mild steel – bright zinc plated and passivated.<br/>Standard Liner: TPE rubber (black).
634406,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
634406,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Service temperature -30 ?C to +60 ?C.
634408,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Tough and durable.<br/>Material: Mild steel – bright zinc plated and passivated.<br/>Standard Liner: TPE rubber (black).
634408,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
634408,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Service temperature -30 ?C to +60 ?C.
634410,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Tough and durable.<br/>Material: Mild steel – bright zinc plated and passivated.<br/>Standard Liner: TPE rubber (black).
634410,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
634410,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Service temperature -30 ?C to +60 ?C.
634414,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Tough and durable.<br/>Material: Mild steel – bright zinc plated and passivated.<br/>Standard Liner: TPE rubber (black).
634414,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
634414,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Service temperature -30 ?C to +60 ?C.
634415,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Tough and durable.<br/>Material: Mild steel – bright zinc plated and passivated.<br/>Standard Liner: TPE rubber (black).
634415,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
634415,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Service temperature -30 ?C to +60 ?C.
634600,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634600,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR050<br/>Clamp diameter: 12.7mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634600,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634601,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634601,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR056<br/>Clamp diameter: 14.25mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634601,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634602,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634602,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR062<br/>Clamp diameter: 15.75mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634602,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634603,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634603,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR066<br/>Clamp diameter: 16.75mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634603,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634604,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634604,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR070<br/>Clamp diameter: 18mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634604,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634605,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634605,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR075<br/>Clamp diameter: 19mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634605,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634606,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634606,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR083<br/>Clamp diameter: 21mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634606,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634607,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634607,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR091<br/>Clamp diameter: 23mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634607,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634608,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634608,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR095<br/>Clamp diameter: 24mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634608,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634609,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634609,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSL106<br/>Clamp diameter: 27mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 12.7mm
634609,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634610,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634610,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR118<br/>Clamp diameter: 30mm<br/>Band width: 19.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 10.2mm
634610,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634612,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634612,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR131<br/>Clamp diameter: 33.3mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634612,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634613,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634613,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR137<br/>Clamp diameter: 34.8mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634613,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634614,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634614,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR150<br/>Clamp diameter: 38mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634614,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634616,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634616,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR160<br/>Clamp diameter: 40.65mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634616,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634617,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634617,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR165<br/>Clamp diameter: 42mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634617,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634618,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634618,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR175<br/>Clamp diameter: 44.5mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634618,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634619,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634619,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR175<br/>Clamp diameter: 44.5mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634619,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634620,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634620,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR200<br/>Clamp diameter: 50.8mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634620,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634621,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634621,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR212<br/>Clamp diameter: 53.9mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634621,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634622,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634622,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR225<br/>Clamp diameter: 57.2mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634622,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634623,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634623,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR250<br/>Clamp diameter: 63.5mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm<br/>
634623,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634624,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634624,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BSR275<br/>Clamp diameter: 70mm<br/>Band width: 25.4mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: PVC<br/>Fixing hole size: 14.2mm
634624,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634656,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634656,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BST210<br/>Clamp diameter: 21mm<br/>Band width: 20.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: Black EPDM Ribbed<br/>Fixing hole size: 10.5mm<br/>
634656,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634658,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634658,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BST240<br/>Clamp diameter: 24mm<br/>Band width: 20.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: Black EPDM Ribbed<br/>Fixing hole size: 10.5mm
634658,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634662,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634662,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BST380<br/>Clamp diameter: 38mm<br/>Band width: 20.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: Black EPDM Ribbed<br/>Fixing hole size: 10.5mm
634662,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634668,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fixing of pipe and electrical cable to engine bays and chassis
634668,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Part ref: BST508<br/>Clamp diameter: 50.8mm<br/>Band width: 20.0mm<br/>Finish: Bright Zinc Plate Band material: Mild Steel<br/>Liner material: Black EPDM Ribbed<br/>Fixing hole size: 10.5mm<br/>
634668,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
634678,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Tough and durable.<br/>Material: Mild steel – bright zinc plated and passivated.<br/>High Temperature Liner: TPE 160 (grey).
634678,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
634678,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Service temperature -30 ?C to +60 ?C.
634679,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Tough and durable.<br/>Material: Mild steel – bright zinc plated and passivated.<br/>High Temperature Liner: TPE 160 (grey).
634679,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
634679,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Service temperature -50 ?C to +160 ?C.
634680,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Tough and durable.<br/>Material: Mild steel – bright zinc plated and passivated.<br/>Standard Liner: TPE rubber (black).
634680,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,25
634680,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Service temperature -50 ?C to +160 ?C.
638630,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,250 x 250mm Front School Bus Sign
638630,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
638630,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suction Type
638634,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,400 x 400mm Rear School Bus Sign
638634,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
638634,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suction Type
646214,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,General Purpose PVC Insulating Tape.<br/>Colours: Black&#44 Blue&#44 Brown&#44 Yellow&#44 Yellow/Green (Earth)&#44 Grey&#44 Red&#44<br/>White and Green.<br/>Common applications include electrical insulation for all wire and cable<br/>joints and repairs&#44 harnessing of wire and cables. Used for indoor and<br/>outdoor applications.<br/>PVC Insulation Tape conforms to BSEN 60454-2 standards.
646214,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
646216,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Ideal for bundling cables together
646216,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Width - 50mm                          Length - 33m                            Thickness - 0.15mm
646216,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,3
646218,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,General Purpose PVC Insulating Tape.<br/>Colours: Black&#44 Blue&#44 Brown&#44 Yellow&#44 Yellow/Green (Earth)&#44 Grey&#44 Red&#44<br/>White and Green.<br/>Common applications include electrical insulation for all wire and cable<br/>joints and repairs&#44 harnessing of wire and cables. Used for indoor and<br/>outdoor applications.<br/>PVC Insulation Tape conforms to BSEN 60454-2 standards.
646218,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
646222,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,General Purpose PVC Insulating Tape.<br/>Colours: Black&#44 Blue&#44 Brown&#44 Yellow&#44 Yellow/Green (Earth)&#44 Grey&#44 Red&#44<br/>White and Green.<br/>Common applications include electrical insulation for all wire and cable<br/>joints and repairs&#44 harnessing of wire and cables. Used for indoor and<br/>outdoor applications.<br/>PVC Insulation Tape conforms to BSEN 60454-2 standards.
646222,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
646226,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,General Purpose PVC Insulating Tape.<br/>Colours: Black&#44 Blue&#44 Brown&#44 Yellow&#44 Yellow/Green (Earth)&#44 Grey&#44 Red&#44<br/>White and Green.<br/>Common applications include electrical insulation for all wire and cable<br/>joints and repairs&#44 harnessing of wire and cables. Used for indoor and<br/>outdoor applications.<br/>PVC Insulation Tape conforms to BSEN 60454-2 standards.
646226,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
646230,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,General Purpose PVC Insulating Tape.<br/>Colours: Black&#44 Blue&#44 Brown&#44 Yellow&#44 Yellow/Green (Earth)&#44 Grey&#44 Red&#44<br/>White and Green.<br/>Common applications include electrical insulation for all wire and cable<br/>joints and repairs&#44 harnessing of wire and cables. Used for indoor and<br/>outdoor applications.<br/>PVC Insulation Tape conforms to BSEN 60454-2 standards.
646230,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
646234,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,General Purpose PVC Insulating Tape.<br/>Colours: Black&#44 Blue&#44 Brown&#44 Yellow&#44 Yellow/Green (Earth)&#44 Grey&#44 Red&#44<br/>White and Green.<br/>Common applications include electrical insulation for all wire and cable<br/>joints and repairs&#44 harnessing of wire and cables. Used for indoor and<br/>outdoor applications.<br/>PVC Insulation Tape conforms to BSEN 60454-2 standards.
